0,1,2,3,4,5,6,7,8,9,mean
0.028473854064941406,0.017961978912353516,0.015420913696289062,0.016034841537475586,0.016795873641967773,0.01540517807006836,0.014781951904296875,0.015668869018554688,0.015256166458129883,0.016128063201904297,0.017192769050598144
6.7841362953186035,6.836504936218262,6.564739227294922,6.244297981262207,6.431080341339111,6.149434804916382,6.80715799331665,7.667223215103149,8.330578804016113,7.496159791946411,6.931131339073181
0.9315413691726165,0.93268927858868,0.933739367846267,0.9331093142917148,0.9307991179250237,0.9292314153716925,0.9283839126325738,0.9344744303265777,0.9345794392523364,0.9316391893310931,0.9320186834738576
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5043229818910671,0.5093786774522117,0.5073410022368781,0.5152499441208995,0.49525281093321993,0.5028999709407053,0.4970775567482066,0.5108929729804734,0.5080141779002332,0.5125850250154161,0.5063015120219311
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.504178941276258,0.5089357275840496,0.5067077628897839,0.5146994163448565,0.49547701810763073,0.5029802924803551,0.4969966131419139,0.5098620571394114,0.5071436826805424,0.5125501244946722,0.5059531636139474
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.50424394432783,0.5091400136042572,0.5069701341384578,0.5149626616101223,0.4953561138302739,0.502935688657178,0.4970337885726748,0.5103032940082869,0.5074898483783763,0.512567510224569,0.5061002997352025
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
