0,1,2,3,4,5,6,7,8,9,mean
1.791473150253296,1.8173258304595947,1.8473222255706787,1.8337798118591309,1.7573719024658203,1.7520840167999268,1.7064049243927002,1.7478358745574951,1.7211782932281494,1.7180938720703125,1.7692869901657104
0.005484104156494141,0.005347013473510742,0.005445718765258789,0.0052411556243896484,0.004929065704345703,0.006189107894897461,0.0049550533294677734,0.005338191986083984,0.0055239200592041016,0.004899263381958008,0.005335259437561035
0.9063400576368876,0.9409221902017291,0.8861671469740634,0.9221902017291066,0.920749279538905,0.9164265129682997,0.9164265129682997,0.899135446685879,0.920749279538905,0.8962536023054755,0.912536023054755
0.9722622478386167,0.9600144092219021,0.9719020172910663,0.9701008645533141,0.9816282420749279,0.9654178674351584,0.9755043227665706,0.9740634005763689,0.9693804034582133,0.9628962536023055,0.9703170028818444
0.9063434323300777,0.9411016949152542,0.8873284019725443,0.9224147243342058,0.9210325111362276,0.9164265129682997,0.9165510538077475,0.9010539667704222,0.92078073089701,0.8965829655304258,0.9129615994662215
0.9723507579497899,0.9600834261299775,0.9720206016427317,0.9702788170203265,0.9816704951009019,0.9656653787028958,0.9756465320296079,0.9741431404512465,0.9694683734619192,0.9630464728786621,0.9704373995368061
0.9063400576368876,0.9409221902017291,0.8861671469740634,0.9221902017291066,0.920749279538905,0.9164265129682997,0.9164265129682998,0.899135446685879,0.920749279538905,0.8962536023054755,0.912536023054755
0.9722622478386167,0.9600144092219021,0.9719020172910663,0.9701008645533141,0.981628242074928,0.9654178674351586,0.9755043227665706,0.9740634005763689,0.9693804034582132,0.9628962536023055,0.9703170028818444
0.9063398631743957,0.9409161792158012,0.8860817619863903,0.9221798609553712,0.9207359491646853,0.9164265129682997,0.9164202657807309,0.8990146759240011,0.9207477986076362,0.8962320574162679,0.9125094925193581
0.9722609483876785,0.9600129096105354,0.9719002524367701,0.9700980358439946,0.9816278391649528,0.9654132715357204,0.9755024916943522,0.9740623100469616,0.9693789689993855,0.962893244104153,0.9703150271824503
