0,1,2,3,4,5,6,7,8,9,mean
19.016207218170166,18.519840240478516,14.712843894958496,6.491660833358765,3.443074941635132,7.92195200920105,21.243134021759033,18.128495931625366,15.525309801101685,6.326672792434692,13.13291916847229
0.029592037200927734,0.01598191261291504,0.018419981002807617,0.01685500144958496,0.01530599594116211,0.015195131301879883,0.015458106994628906,0.015384197235107422,0.02556920051574707,0.017754077911376953,0.018551564216613768
0.9635657286854263,0.9635619027617347,0.9635619027617347,0.9635619027617347,0.9635619027617347,0.9635657286854263,0.9634568938359761,0.9633518849102174,0.9635619027617347,0.9635619027617347,0.9635311652687454
0.9635619027617347,0.9635628593179849,0.963589110860263,0.9635628593179849,0.9635628593179849,0.9635619027617347,0.9636153624025412,0.9636941170293755,0.963589110860263,0.9635628593179849,0.9635862943947853
0.48178286434271317,0.48178095138086735,0.48178095138086735,0.48178095138086735,0.48178095138086735,0.48178286434271317,0.48177903801722327,0.48177712425165425,0.48178095138086735,0.48178095138086735,0.4817807599239508
0.48178095138086735,0.48178142965899245,0.9817940774965872,0.48178142965899245,0.48178142965899245,0.48178095138086735,0.9818067259982672,0.9818446754883428,0.9817940774965872,0.48178142965899245,0.681792717787749
0.5,0.5,0.5,0.5,0.5,0.5,0.49994551002615517,0.4998910200523104,0.5,0.5,0.4999836530078465
0.5,0.5,0.5003602305475504,0.5,0.5,0.5,0.5007204610951008,0.5018011527377522,0.5003602305475504,0.5,0.5003242074927955
0.49072242126089516,0.49072142895341997,0.49072142895341997,0.49072142895341997,0.49072142895341997,0.49072242126089516,0.49069419189218094,0.49066695191741994,0.49072142895341997,0.49072142895341997,0.49071345600519106
0.49072142895341997,0.49072167705018854,0.49144818016815434,0.49072167705018854,0.49072167705018854,0.49072142895341997,0.4921736475731977,0.4943438578200169,0.49144818016815434,0.49072167705018854,0.49137434318371176
